date,rank,streams,track_id
2019-01-28,53,57496.0,2qxmye6gAegTMjLKEBoR3d
2019-01-28,55,55978.0,3EPXxR3ImUwfayaurPi3cm
2019-01-28,56,55850.0,3oh6SCCeLuXhFpEyepla6G
2019-01-28,58,55422.0,2GGMabyHXnJmjY6CXhhB2e
2019-01-28,60,54109.0,0JP9xo3adEtGSdUEISiszL
2019-01-28,62,53557.0,2FUNBaa5DwItJtYEBgAblU
2019-01-28,63,53177.0,7K7MUBCnzgBAvMVW2RTWNs
2019-01-28,65,52944.0,2P91MQbaiQOfbiz9VqhqKQ
2019-01-28,66,52480.0,7fa9MBXhVfQ8P8Df9OEbD8
2019-01-28,67,49754.0,7tFiyTwD0nx5a1eklYtX2J
2019-01-28,68,49685.0,58q2HKrzhC3ozto2nDdN4z
2019-01-28,69,49376.0,7lAK3oHbfEnvUQWosrMMpR
2019-01-28,70,48941.0,0todbbT9g5uQGbeFCiBf2F
2019-01-28,71,48919.0,3swc6WTsr7rl9DqQKQA55C
2019-01-28,72,48867.0,6DCZcSspjsKoFjzjrWoCdn
2019-01-28,73,48024.0,4VUwkH455At9kENOfzTqmF
2019-01-28,75,47814.0,4e4fqjx0Izh4svvTef1z7e
2019-01-28,76,46982.0,5274I4mUMnYczyeXkGDWZN
2019-01-28,77,46522.0,4qKcDkK6siZ7Jp1Jb4m0aL
2019-01-28,78,45821.0,2qT1uLXPVPzGgFOx4jtEuo
2019-01-28,80,45139.0,4QIyEq7TcTdAcxjI2AFlAK
2019-01-28,81,44238.0,2G7V7zsVDxg1yRsu7Ew9RJ
2019-01-28,84,43476.0,7FjZU7XFs7P9jHI9Z0yRhK
2019-01-28,85,43251.0,5tAa8Uaqr4VvA3693mbIhU
2019-01-28,86,42949.0,7m9OqQk4RVRkw9JJdeAw96
2019-01-28,87,42775.0,2BgEsaKNfHUdlh97KmvFyo
2019-01-28,88,42639.0,7sO5G9EABYOXQKNPNiE9NR
2019-01-28,89,42593.0,1ThmUihH9dF8EV08ku5AXN
2019-01-28,91,42138.0,45Egmo7icyopuzJN0oMEdk
2019-01-28,92,42129.0,4OafepJy2teCjYJbvFE60J
2019-01-28,93,41661.0,4S8d14HvHb70ImctNgVzQQ
2019-01-28,97,40430.0,1tNJrcVe6gwLEiZCtprs1u
2019-01-28,98,40196.0,5rFj8OzffT0iggSjcBaeND
2019-01-28,99,40056.0,6GzApXoBQiiAjak3tOQfV3
2019-01-28,100,40002.0,0lsRatBUs9HNIZAmoGABzk
2019-01-28,102,39610.0,5Gu0PDLN4YJeW75PpBSg9p
2019-01-28,104,39505.0,6vN77lE9LK6HP2DewaN6HZ
2019-01-28,106,39468.0,60SdxE8apGAxMiRrpbmLY0
2019-01-28,107,39464.0,2RSHsoi04658QL5xgQVov3
2019-01-28,108,39105.0,74lnM5V6ecvoTPV0fvptx9
2019-01-28,110,37657.0,4OBZT9EnhYIV17t4pGw7ig
2019-01-28,111,37138.0,09IStsImFySgyp0pIQdqAc
2019-01-28,112,36797.0,5uCax9HTNlzGybIStD3vDh
2019-01-28,114,36539.0,6vWEAOUSxohKxhp0K1BsxL
2019-01-28,115,36238.0,3GJ4hzg4lrGwU51Y3VARbF
2019-01-28,116,36138.0,7GX5flRQZVHRAGd6B4TmDO
2019-01-28,118,35821.0,7wBJfHzpfI3032CSD7CE2m
2019-01-28,120,35453.0,0tgVpDi06FyKpA1z0VMD4v
2019-01-28,121,35387.0,4kWO6O1BUXcZmaxitpVUwp
2019-01-28,122,35310.0,1zB4vmk8tFRmM9UULNzbLB
2019-01-28,123,35286.0,4hQ6UGyWQIGJmHSo0J88JW
2019-01-28,124,35091.0,51w9Jbat1pLeWINGCpnQUR
2019-01-28,125,34977.0,5OCJzvD7sykQEKHH7qAC3C
2019-01-28,126,34549.0,1rfofaqEpACxVEHIZBJe6W
2019-01-28,127,34149.0,1NHlyKgtR4roNylOhidKSv
2019-01-28,128,34145.0,7ycWLEP1GsNjVvcjawXz3z
2019-01-28,129,33954.0,04ZTP5KsCypmtCmQg5tH9R
2019-01-28,130,33782.0,7KXjTSCq5nL1LoYtL7XAwS
2019-01-28,133,33578.0,1ZAyjvIk9YiD76yYy0TEG6
2019-01-28,135,33494.0,577YBGuskWkVDCxZrLRB4v
2019-01-28,136,33481.0,4jvjzW7Hm0yK4LvvE0Paz9
2019-01-28,137,33192.0,5Z3GHaZ6ec9bsiI5BenrbY
2019-01-28,138,33138.0,6gBFPUFcJLzWGx4lenP6h2
2019-01-28,139,32762.0,5iwz1NiezX7WWjnCgY5TH4
2019-01-28,140,32611.0,5N5k9nd479b1xpDZ4usjrg
2019-01-28,141,32611.0,3a1lNhkSLSkpJE4MSHpDu9
2019-01-28,144,31899.0,4bHsxqR3GMrXTxEPLuK5ue
2019-01-28,145,31750.0,7eBqSVxrzQZtK2mmgRG6lC
2019-01-28,146,31655.0,0pqnGHJpmpxLKifKRmU6WP
2019-01-28,147,31579.0,5qHirGR7M9tdm6C17DlzSY
2019-01-28,148,31464.0,3NuK5xMlSlB6K2Qp16zf3h
2019-01-28,149,31433.0,5T8EDUDqKcs6OSOwEsfqG7
2019-01-28,150,31400.0,7AQim7LbvFVZJE3O8TYgf2
2019-01-28,151,31243.0,4VXIryQMWpIdGgYR4TrjT1
2019-01-28,152,31109.0,4AhSkRYioEIfGvCV19peYN
2019-01-28,155,31031.0,0CZ8lquoTX2Dkg7Ak2inwA
2019-01-28,156,31019.0,5vdp5UmvTsnMEMESIF2Ym7
2019-01-28,157,30975.0,7qiZfU4dY1lWllzX7mPBI3
2019-01-28,158,30704.0,76cy1WJvNGJTj78UqeA5zr
2019-01-28,159,30531.0,1jo3TwNGCXfNdB5uba3ZVv
2019-01-28,161,30315.0,6Hgh47WXVKtXN5zGOu0hjI
2019-01-28,164,30178.0,7vGuf3Y35N4wmASOKLUVVU
2019-01-28,165,29804.0,3B54sVLJ402zGa6Xm4YGNe
2019-01-28,167,29746.0,62vpWI1CHwFy7tMIcSStl8
2019-01-28,169,29701.0,4paAidoE8VAemwU4jgCc6l
2019-01-28,170,29560.0,7uzmGiiJyRfuViKKK3lVmR
2019-01-28,171,29531.0,3WefHNGtjexZvi66ZEx9u4
2019-01-28,172,29482.0,1iPBD72u3nAyFEeardYuBV
2019-01-28,174,29316.0,7ef4DlsgrMEH11cDZd32M6
2019-01-28,175,29233.0,3GCdLUSnKSMJhs4Tj6CV3s
2019-01-28,178,28730.0,7oK9VyNzrYvRFo7nQEYkWN
2019-01-28,179,28629.0,2374M0fQpWi3dLnB54qaLX
2019-01-28,180,28418.0,5WvAo7DNuPRmk4APhdPzi8
2019-01-28,181,28310.0,155EsNGoXo7XSVF84oTPam
2019-01-28,182,28288.0,52okn5MNA47tk87PeZJLEL
2019-01-28,183,27990.0,152lZdxL1OR0ZMW6KquMif
2019-01-28,184,27963.0,1Slwb6dOYkBlWal1PGtnNg
2019-01-28,188,27668.0,3oDkdAySo1VQQG0ptV7uwa
2019-01-28,189,27478.0,6XcfKZvJio9Z0fQy11GnNX
2019-01-28,191,27326.0,30z4LVkScpeNhwHFIB8Ewa
2019-01-28,193,27145.0,7BKLCZ1jbUBVqRi2FVlTVw
2019-01-28,194,27133.0,2hnxrRNzF74mdDzpQZQukQ
2019-01-28,196,27015.0,2fuCquhmrzHpu5xcA1ci9x
2019-01-28,197,26848.0,08bNPGLD8AhKpnnERrAc6G
2019-05-20,1,244861.0,6u7jPi22kF8CTQ3rb9DHE7
2019-05-20,2,235276.0,3HVWdVOQ0ZA45FuZGSfvns
2019-05-20,3,195777.0,2Fxmhks0bxGSBdJ92vM42m
2019-05-20,4,151843.0,6LsAAHotRLMOHfCsSfYCsz
2019-05-20,5,142883.0,53CJANUxooaqGOtdsBTh7O
2019-05-20,6,130561.0,3KkXRkHbMCARz0aVfEt68P
2019-05-20,7,129344.0,5hVghJ4KaYES3BFUATCYn0
2019-05-20,8,114194.0,2MuMD298IpYqKF367wegUd
2019-05-20,14,96691.0,6nDKrPlXdpomGBgAlO7UdP
2019-05-20,15,94871.0,6MWtB6iiXyIwun0YzU6DFP
2019-05-20,16,89554.0,6TqXcAFInzjp0bODyvrWEq
2019-05-20,17,89065.0,1wJRveJZLSb1rjhnUHQiv6
2019-05-20,18,88370.0,6ocbgoVGwYJhOv1GgI9NsF
2019-05-20,19,86196.0,2JvzF1RMd7lE3KmFlsyZD8
2019-05-20,20,81112.0,7Feaw9WAEREY0DUOSXJLOM
2019-05-20,21,76565.0,2VxeLyX666F8uXCJ0dZF8B
2019-05-20,22,76519.0,7qEHsqek33rTcFNT9PFqLf
2019-05-20,23,76140.0,5icOoE6VgqFKohjWWNp0Ac
2019-05-20,24,76111.0,2gwkD6igEhQbDQegRCcdoB
2019-05-20,25,75383.0,7njKgVl3AnLflRad38o7AG
2019-05-20,26,74570.0,2IRZnDFmlqMuOrYOLnZZyc
2019-05-20,28,71288.0,2dpaYNEQHiRxtZbfNsse99
2019-05-20,29,71156.0,63cd4JkwGgYJrbOizbfmsp
2019-05-20,30,70899.0,5p7ujcrUXASCNwRaWNHR1C
2019-05-20,32,67165.0,4SSnFejRGlZikf02HLewEF
2019-05-20,33,66082.0,7FGq80cy8juXBCD2nrqdWU
2019-05-20,34,65801.0,4kV4N9D1iKVxx1KLvtTpjS
2019-05-20,35,65732.0,7eBqSVxrzQZtK2mmgRG6lC
2019-05-20,36,65574.0,5WHTFyqSii0lmT9R21abT8
2019-05-20,37,65226.0,1Hd2XLitkt1PYCWSbfF5qV
2019-05-20,38,64849.0,6Qs4SXO9dwPj5GKvVOv8Ki
2019-05-20,40,63571.0,3XiNC94b4Tq1xwv70sQJGN
2019-05-20,41,61277.0,0NJp8GyCOWnQh71xKSPfuV
2019-05-20,42,59899.0,2xLMifQCjDGFmkHkpNLD9h
2019-05-20,44,58366.0,3y3brCCecHC3Db18aIOnny
2019-05-20,45,57346.0,25sgk305KZfyuqVBQIahim
2019-05-20,48,54731.0,3Ol2xnObFdKV9pmRD2t9x8
2019-05-20,50,54393.0,0BnTBAGmr9FtYwkZrwKhwS
2019-05-20,51,53948.0,1tNJrcVe6gwLEiZCtprs1u
2019-05-20,52,53946.0,6zeeWid2sgw4lap2jV61PZ
2019-05-20,54,53620.0,1rqqCSm0Qe4I9rUvWncaom
2019-05-20,56,52387.0,6Hj9jySrnFppAI0sEMCZpJ
2019-05-20,58,51524.0,285pBltuF7vW8TeWk8hdRR
2019-05-20,60,50771.0,0u2P5u6lvoDfwTYjAADbn4
2019-05-20,62,49734.0,78QR3Wp35dqAhFEc2qAGjE
2019-05-20,63,49724.0,7dt6x5M1jzdTEt8oCbisTK
2019-05-20,64,49377.0,2tOOcDDYkh0PSjr6GwPEAJ
2019-05-20,65,49288.0,5KawlOMHjWeUjQtnuRs22c
2019-05-20,66,49024.0,3e9HZxeyfWwjeyPAMmWSSQ
2019-05-20,67,47823.0,7COXchtUOMd6uIT6HvmRaI
2019-05-20,68,47342.0,6jfEZdUJ2Yla6h7gTJgKuo
2019-05-20,69,47258.0,2iUXsYOEPhVqEBwsqP70rE
2019-05-20,70,45689.0,0e7ipj03S05BNilyu5bRzt
2019-05-20,71,45675.0,6vWEAOUSxohKxhp0K1BsxL
2019-05-20,72,45239.0,5MvLsT03RBp67RLoeISCdl
2019-05-20,74,44791.0,4e4fqjx0Izh4svvTef1z7e
2019-05-20,75,44733.0,1ThmUihH9dF8EV08ku5AXN
2019-05-20,76,44562.0,4u7EnebtmKWzUH433cf5Qv
2019-05-20,78,43491.0,0FZ4Dmg8jJJAPJnvBIzD9z
2019-05-20,79,43339.0,5IaHrVsrferBYDm0bDyABy
2019-05-20,82,43086.0,4NSW0Km5ZG60L8FthUebPJ
2019-05-20,84,42873.0,5w9c2J52mkdntKOmRLeM2m
2019-05-20,85,42610.0,4PkIDTPGedm0enzdvilLNd
2019-05-20,86,42098.0,59ywHNwwchG4nZJMLyxSzd
2019-05-20,87,41654.0,3SZqA7rQvROJsCbUu2v0xa
2019-05-20,91,41127.0,0yFvWTLs3iIwDbc91noXGT
2019-05-20,92,41043.0,1xzBco0xcoJEDXktl7Jxrr
2019-05-20,93,41016.0,3ee8Jmje8o58CHK66QrVC2
2019-05-20,94,40999.0,7K7MUBCnzgBAvMVW2RTWNs
2019-05-20,96,40264.0,45ZGEdLxCZvdMX9jWlsAAx
2019-05-20,97,39957.0,4ZT9FnbFu1PaBfV3itxiqT
2019-05-20,99,39178.0,3XF5xLJHOQQRbWya6hBp7d
2019-05-20,102,38810.0,7fa9MBXhVfQ8P8Df9OEbD8
2019-05-20,103,38557.0,2P91MQbaiQOfbiz9VqhqKQ
2019-05-20,105,37793.0,4bHsxqR3GMrXTxEPLuK5ue
2019-05-20,106,37776.0,14mHfNsSHN0FbLftyjrV9g
2019-05-20,107,37728.0,5JEx7HbmvHQQswJCsoo9rA
2019-05-20,108,37477.0,0TlLq3lA83rQOYtrqBqSct
2019-05-20,110,37128.0,58q2HKrzhC3ozto2nDdN4z
2019-05-20,113,36830.0,0uUNN1nSoUx1A4fkDCWDQ7
2019-05-20,114,36814.0,2t8yVaLvJ0RenpXUIAC52d
2019-05-20,115,36551.0,3Tc57t9l2O8FwQZtQOvPXK
2019-05-20,116,36116.0,6DCZcSspjsKoFjzjrWoCdn
2019-05-20,117,35767.0,3swc6WTsr7rl9DqQKQA55C
2019-05-20,118,35752.0,09oZ9eXQ2fo6YDrPzJqAoP
2019-05-20,119,35533.0,0JP9xo3adEtGSdUEISiszL
2019-05-20,120,35439.0,577YBGuskWkVDCxZrLRB4v
2019-05-20,123,35109.0,1DFD5Fotzgn6yYXkYsKiGs
2019-05-20,125,35041.0,5Gu0PDLN4YJeW75PpBSg9p
2019-05-20,126,34981.0,6JQvHMSaR8flFsN53ypOfP
2019-05-20,127,34832.0,7qiZfU4dY1lWllzX7mPBI3
2019-05-20,129,34162.0,1zB4vmk8tFRmM9UULNzbLB
2019-05-20,131,33480.0,4pCEIQ6wBVuaJdER5bALtO
